long,lat,group,order,Kiez
13.37582389162328,52.62902503093324,3,2084,Pankow
13.375817682979928,52.62904568833692,3,2085,Pankow
13.37586985693629,52.62910313695991,3,2086,Pankow
13.37590062069128,52.62911281830997,3,2087,Pankow
13.375983424926629,52.62909663669357,3,2088,Pankow
13.37607995585507,52.62904444539471,3,2089,Pankow
13.37615724404746,52.62894880524212,3,2090,Pankow
13.37665308885545,52.62891641929828,3,2091,Pankow
13.376600544297348,52.62907376407532,3,2092,Pankow
13.376378185258758,52.62916775034321,3,2093,Pankow
13.37635758704487,52.62919116343227,3,2094,Pankow
13.376359315894309,52.629229811996396,3,2095,Pankow
13.3763820396323,52.62926095563337,3,2096,Pankow
13.37645322412093,52.629274496761546,3,2097,Pankow
13.376605182929259,52.62922188274118,3,2098,Pankow
13.376848229897258,52.62917431352933,3,2099,Pankow
13.37702368730241,52.62933798024905,3,2100,Pankow
13.37699536201149,52.62941359275072,3,2101,Pankow
13.376825345473009,52.62953555032689,3,2102,Pankow
13.37688726544054,52.62959319877211,3,2103,Pankow
13.37691180968433,52.629711342126996,3,2104,Pankow
13.37698728106169,52.6297638064879,3,2105,Pankow
13.37702290079982,52.629819422302354,3,2106,Pankow
13.37700125203813,52.62989909308894,3,2107,Pankow
13.37694659460056,52.62995667575542,3,2108,Pankow
13.376802578399838,52.63002602311367,3,2109,Pankow
13.37674516720793,52.63005367254747,3,2110,Pankow
13.37665431055945,52.63022163132509,3,2111,Pankow
13.3766218307116,52.63034208103521,3,2112,Pankow
13.3764909029097,52.63044443858586,3,2113,Pankow
13.37648103992375,52.630529256829185,3,2114,Pankow
13.3764730962766,52.63059790218254,3,2115,Pankow
13.376451644208519,52.6306214033531,3,2116,Pankow
13.376282236965208,52.63080636159591,3,2117,Pankow
13.37623679235316,52.63091429162559,3,2118,Pankow
13.376209292301498,52.63099430938473,3,2119,Pankow
13.376158133862448,52.63114284939708,3,2120,Pankow
13.37631772609967,52.63120555748682,3,2121,Pankow
13.376326316843508,52.63121582101466,3,2122,Pankow
13.37635416145726,52.63128912536016,3,2123,Pankow
13.376348848382978,52.63134501444446,3,2124,Pankow
13.37634420538061,52.6313688206876,3,2125,Pankow
13.37625505646679,52.63145014625503,3,2126,Pankow
13.37624111834833,52.63145901413706,3,2127,Pankow
13.376069654451939,52.63146988591618,3,2128,Pankow
13.37605527412648,52.6314708441181,3,2129,Pankow
13.37600524489519,52.63150668712699,3,2130,Pankow
13.375905940210599,52.63153164130751,3,2131,Pankow
13.375862472855179,52.63159167366119,3,2132,Pankow
13.3759737596603,52.63160179487278,3,2133,Pankow
13.376132417535329,52.63167906047238,3,2134,Pankow
13.37622073677512,52.63172202602776,3,2135,Pankow
13.37634176795502,52.63177521609094,3,2136,Pankow
13.37635853203752,52.63178351968684,3,2137,Pankow
13.376423429947618,52.63183209757932,3,2138,Pankow
13.37653780874229,52.63194117369638,3,2139,Pankow
13.37650712947606,52.63202325185785,3,2140,Pankow
13.376518059644859,52.63207198545771,3,2141,Pankow
13.37656573987491,52.63210641706957,3,2142,Pankow
13.37661409680796,52.63212898700456,3,2143,Pankow
13.37667346015204,52.6321441207586,3,2144,Pankow
13.37681613447879,52.63216203631801,3,2145,Pankow
13.376869784598311,52.63217500101217,3,2146,Pankow
13.37690819401393,52.63221165975343,3,2147,Pankow
13.37691755785406,52.63225742424481,3,2148,Pankow
13.37688716573207,52.63228908499827,3,2149,Pankow
13.37680476283879,52.63231937796648,3,2150,Pankow
13.37658702614819,52.63239036712988,3,2151,Pankow
13.37653875297785,52.63241722687735,3,2152,Pankow
13.37657141315445,52.63245800770494,3,2153,Pankow
13.37665866899137,52.63245270950353,3,2154,Pankow
13.37673243578909,52.63244154114005,3,2155,Pankow
